REGION,COUNTRY,NAME,LAT,LON,LAT_DEG,LAT_MIN,LAT_HEMI,LON_DEG,LON_MIN,LON_HEMI,INDEX_NO,Field10,Field11,Combo192,Combo206,Combo210,Combo196,Combo218,Combo198,Combo216,Combo231,Combo223,Combo225,Combo234,Combo236,Field24,Combo238,Combo240,Combo242,Combo244,Combo246,Combo248,Combo254,Combo256,Combo258,Combo260,Combo264,Combo262,Combo266,Combo268,Combo270,Combo272,Combo274,Combo276,Combo278,Combo280,Combo282,Combo284,Combo288,Combo290,Combo292,Combo294,Combo296,Combo304,Combo300,Combo302,Combo306,Combo308,Combo310,Combo312,Combo317,Combo321,Combo319,Combo323,Combo325,Combo327,Combo329,Combo332,Combo335,Combo337,Combo339,Combo341,Combo343,Combo345,Combo347,Combo349,Combo351
14830,PE,PAITA,-5.083333333333333,-81.11666666666666,5,5,S,81,7,W,15170,125,22124,V,OR,G,Y,N,N,Y,,K,D,G,K,4,L,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,Y,Y,,,N,N,C,,
14830,PE,TALARA,-4.583333333333333,-81.28333333333333,4,35,S,81,17,W,15190,125,22121,S,CN,F,Y,N,N,Y,,E,O,J,J,5,L,Y,,N,N,Y,Y,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,,,Y,Y,Y,Y,,,Y,Y,Y,Y,,,A,,L
14830,PE,CALETA LOBITOS,-4.45,-81.28333333333333,4,27,S,81,17,W,15200,125,22121,V,OR,P,Y,Y,N,Y,N,H,E,M,K,1,,,,N,N,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,,Y,N,,N,Y,Y,,,,,Y,Y,Y,,,,,Y,,,,,C,,S
14830,PE,PUERTO CABO BLANCO,-4.25,-81.23333333333333,4,15,S,81,14,W,15210,125,22121,V,OR,P,N,N,N,Y,N,,F,,G,1,L,Y,,,,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,,,Y,Y,Y,,,,Y,N,,N,,Y,,Y,,,,,,Y,,Y,,Y,Y,,,,,M,
15240,EC,PUERTO BOLIVAR,-3.2666666666666666,-80.0,3,16,S,80,0,W,15250,125,22115,V,RN,G,Y,N,N,Y,N,K,J,K,,2,,Y,,Y,,Y,Y,Y,Y,,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,Y,,,N,,Y,,,,Y,Y,Y,,,,Y,Y,Y,,N,,,N,,S
15240,EC,GUAYAQUIL,-2.2,-79.88333333333334,2,12,S,79,53,W,15270,125,22114,S,RN,G,N,N,N,Y,N,K,K,K,K,4,L,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,,Y,Y,Y,,,,Y,Y,,,,Y,Y,,N,Y,Y,,,Y,,Y,Y,,,,,Y,Y,Y,,Y,Y,C,S,M
15240,EC,PUERTO MARITIMO DE GUAYAQUIL,-2.283333333333333,-79.9,2,17,S,79,54,W,15275,125,22113,S,RN,E,Y,Y,N,Y,N,K,L,L,K,2,L,N,,,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,,,N,Y,,,,Y,,,,,,,,Y,Y,Y,Y,,,C,M,M
15240,EC,LA LIBERTAD,-2.216666666666667,-80.91666666666667,2,13,S,80,55,W,15290,125,22103,V,OR,F,N,Y,N,Y,,,K,N,J,2,L,,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,Y,,,N,Y,,,,Y,,Y,Y,,,,,Y,N,Y,Y,,,C,,S
15240,EC,MANTA,-0.95,-80.71666666666667,0,57,S,80,43,W,15310,125,22101,V,CB,P,N,Y,N,Y,N,K,E,J,N,2,L,Y,,Y,Y,Y,Y,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,C,,
15240,EC,ESMERALDAS,1.0,-79.65,1,0,N,79,39,W,15330,125,22084,V,RN,F,Y,Y,N,Y,N,K,J,J,N,2,L,,,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,,,Y,N,,N,,Y,,,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,,,
15350,CO,TUMACO,1.8166666666666667,-78.75,1,49,N,78,45,W,15360,125,22082,V,OR,P,Y,N,N,Y,,M,K,M,A,1,L,,Y,Y,N,Y,Y,Y,,,N,Y,N,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,,N,Y,Y,Y,,,,Y,Y,,N,N,N,,Y,Y,N,N,N,,,
15350,CO,BUENAVENTURA,3.8833333333333333,-77.06666666666666,3,53,N,77,4,W,15370,125,22052,S,CN,F,Y,N,N,Y,Y,L,N,K,L,4,L,Y,,,N,Y,Y,Y,,Y,,Y,N,,Y,,Y,Y,Y,Y,Y,Y,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,A,,S
15380,PA,BALBOA,8.95,-79.56666666666666,8,57,N,79,34,W,15410,153,21602/3,M,LC,G,N,N,N,N,Y,H,J,F,K,5,L,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,,Y,Y,Y,,Y,,,,Y,,N,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M
15380,PA,VACAMONTE,8.866666666666667,-79.66666666666667,8,52,N,79,40,W,15423,153,21601,V,OR,P,,,,,,N,,L,,4,M,,,,,,Y,Y,,,,Y,,Y,Y,,,Y,Y,,,Y,,,,,Y,,,,,,,,,,,Y,,,,,,Y,Y,,,,B,,
15380,PA,CHARCO AZUL,8.216666666666667,-82.86666666666666,8,13,N,82,52,W,15427,153,21581,V,OR,P,,,,Y,,,A,,A,2,L,Y,,,,Y,Y,,,,,Y,Y,,Y,,,Y,,,Y,,,,,,,N,,,,,,,,,,Y,,,,,,Y,N,N,,,C,,S
15380,PA,PEDREGAL,8.35,-82.43333333333334,8,21,N,82,26,W,15445,153,21581,S,RN,G,Y,N,N,Y,,O,C,N,,3,M,,,,,Y,N,Y,Y,Y,N,N,,,Y,,,Y,,Y,Y,Y,Y,,,,Y,,,N,N,N,N,N,N,N,N,,,,,,,Y,Y,,,,N,,S
15380,PA,PUERTO ARMUELLES,8.266666666666667,-82.85,8,16,N,82,51,W,15460,153,21581,S,OR,G,N,Y,N,Y,,,A,J,,3,M,,,,N,Y,Y,Y,Y,Y,,,Y,,,,,Y,,,Y,Y,Y,,,,Y,,,,,Y,,,,,Y,Y,,,,,Y,Y,N,N,N,N,B,,M
15470,CR,GOLFITO,8.633333333333333,-83.16666666666667,8,38,N,83,10,W,15480,153,21563,S,CN,G,N,N,N,N,N,L,H,L,L,3,L,Y,Y,Y,N,Y,N,Y,,,N,N,,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,N,N,N,,,,,Y,,,,,,Y,Y,Y,Y,Y,B,,M
15470,CR,PUERTO QUEPOS,9.433333333333334,-84.16666666666667,9,26,N,84,10,W,15490,153,21561,V,CN,P,,Y,,Y,,,A,L,,2,M,,Y,Y,Y,Y,N,Y,Y,Y,,,,,,,,Y,,Y,Y,Y,Y,,,,Y,,,,Y,Y,,,,,Y,Y,,,,,,Y,Y,Y,,,C,,
15470,CR,PUERTO CALDERA,9.916666666666666,-84.71666666666667,9,55,N,84,43,W,15500,153,21546,V,CN,F,N,N,N,N,N,J,H,L,K,3,L,,,,N,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,N,,,,Y,,Y,Y,Y,Y,Y,,,,,,Y,Y,,,,C,,
15470,CR,PUNTARENAS,9.983333333333333,-84.83333333333333,9,59,N,84,50,W,15510,153,21546,V,OR,F,N,Y,N,Y,N,K,L,L,M,3,L,N,,Y,N,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,,Y,,,,,Y,Y,,,,,Y,Y,,,,,B,,S
15520,NI,PUERTO SANDINO,12.183333333333334,-86.76666666666667,12,11,N,86,46,W,15545,153,21542,V,OR,P,N,N,N,Y,,K,H,O,G,1,L,Y,,Y,N,Y,N,Y,,Y,N,Y,Y,,,,,Y,,N,,,Y,,,,Y,N,,,,Y,,,,,Y,Y,,N,N,,N,Y,Y,Y,N,N,N,,
15520,NI,CORINTO,12.483333333333333,-87.16666666666667,12,29,N,87,10,W,15550,153,21525,S,RN,G,Y,Y,N,Y,,H,L,H,H,1,L,Y,,Y,N,Y,Y,Y,,Y,,Y,Y,,,,,Y,,N,Y,Y,Y,Y,,,Y,N,,,,Y,,,,Y,Y,Y,,N,N,,Y,Y,N,N,N,N,C,,M
15560,HN,PUERTO DE HENCAN,13.4,-87.45,13,24,N,87,27,W,15570,153,21526,V,RN,F,,,,N,,L,M,K,K,2,L,,,,N,Y,N,Y,Y,,,Y,,,Y,Y,Y,Y,,,,Y,Y,,,,Y,N,,N,,,,,,,,Y,,,,,,Y,N,N,,,C,,
15590,SV,LA UNION,13.333333333333334,-87.83333333333333,13,20,N,87,50,W,15600,153,21521/9,V,CN,G,Y,N,N,Y,Y,N,J,G,M,2,L,,,Y,N,Y,N,Y,Y,Y,N,N,,,,Y,Y,Y,,,Y,Y,Y,,,,Y,Y,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,,,C,,S
15590,SV,ACAJUTLA,13.583333333333334,-89.83333333333333,13,35,N,89,50,W,15640,153,21524,V,CB,P,N,N,N,N,N,,C,J,H,2,L,Y,,Y,N,Y,Y,Y,,Y,N,Y,,N,Y,Y,Y,Y,Y,N,Y,Y,,,,,Y,Y,,N,Y,Y,,,Y,Y,,Y,N,N,N,N,Y,Y,Y,,,,C,,S
15590,SV,ACAJUTLA OFFSHORE TERMINAL,13.583333333333334,-89.86666666666666,13,35,N,89,52,W,15645,153,21524,V,OR,F,,,,,,,E,,E,2,L,,,,,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,,,,Y,,,,Y,N,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,,,N,,
15650,GT,PUERTO QUETZAL,13.916666666666666,-90.8,13,55,N,90,48,W,15660,153,21483,V,CB,F,Y,Y,N,Y,Y,G,A,G,H,2,L,Y,Y,Y,N,Y,Y,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,N,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,Y,Y,Y,,,,C,,
15700,MX,PUERTO MADERO,14.7,-92.45,14,42,N,92,27,W,15710,153,21478,V,RB,F,N,N,N,Y,Y,L,J,F,M,1,M,Y,Y,Y,N,Y,Y,Y,,,N,Y,Y,,Y,,,Y,Y,Y,Y,,Y,,,,,Y,,,N,N,N,,,,,Y,,,,,Y,Y,Y,N,,,C,S,S
15700,MX,SALINA CRUZ,16.166666666666668,-95.2,16,10,N,95,12,W,15730,153,21441,S,CB,G,Y,N,N,Y,,J,M,K,K,2,L,Y,Y,Y,,Y,Y,Y,,,N,Y,Y,,Y,,,Y,Y,N,Y,Y,,,,,Y,Y,,,,Y,,,,,Y,Y,,,,,,Y,Y,Y,,,C,M,M
15700,MX,ACAPULCO,16.85,-99.93333333333334,16,51,N,99,56,W,15760,153,21401,M,CN,E,,,,Y,,,A,J,N,0,L,Y,,Y,N,Y,Y,Y,,,N,N,Y,,Y,,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,,,,,,Y,Y,Y,N,N,N,Y,Y,,Y,,,C,,S
15700,MX,LAZARO CARDENAS,17.933333333333334,-102.16666666666667,17,56,N,102,10,W,15765,153,,S,RB,G,,Y,,,Y,K,A,H,G,0,L,Y,Y,N,N,Y,Y,Y,,,N,Y,Y,N,,Y,Y,,,,Y,Y,Y,,,,Y,Y,,N,,Y,,,,Y,,Y,,,,,,Y,Y,Y,N,N,C,,M
15700,MX,MANZANILLO,19.05,-104.31666666666666,19,3,N,104,19,W,15770,153,21342,M,CB,G,N,N,N,N,N,F,F,G,H,1,L,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,Y,Y,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,B,S,M
15700,MX,PUERTO VALLARTA,20.616666666666667,-105.26666666666667,20,37,N,105,16,W,15790,153,21338,S,RB,G,N,N,N,N,N,J,E,K,,1,L,Y,Y,N,Y,Y,Y,Y,,,N,N,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,,,,,,,,,N,N,N,N,Y,Y,Y,,,,N,,
15700,MX,MAZATLAN,23.2,-106.41666666666667,23,12,N,106,25,W,15810,153,21301,M,RN,G,,Y,,Y,N,J,D,J,,1,L,N,Y,Y,Y,Y,Y,Y,,Y,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,N,N,N,,,,,Y,Y,,,Y,Y,Y,Y,Y,,,B,,M
15700,MX,TOPOLOBAMPO,25.6,-109.06666666666666,25,36,N,109,4,W,15830,153,21014,S,CN,E,,Y,,Y,Y,H,G,J,H,3,L,,Y,Y,N,Y,Y,Y,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,Y,,,,,,,,,,,Y,,,,,,Y,Y,Y,,,C,,S
15700,MX,GUAYMAS,27.916666666666668,-110.91666666666667,27,55,N,110,55,W,15850,153,,S,CB,G,N,N,N,Y,,L,G,J,L,3,L,Y,,Y,,Y,Y,Y,,,,Y,Y,Y,,,,Y,,Y,Y,,Y,,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,Y,,,Y,,Y,Y,Y,,,C,,S
15700,MX,SANTA ROSALIA,27.333333333333332,-112.28333333333333,27,20,N,112,17,W,15870,153,21161,S,CB,F,,,,,,K,A,M,L,1,,Y,,Y,,Y,Y,Y,,,,N,Y,,Y,,,Y,,N,N,,Y,,,,Y,,,Y,Y,,,,,,Y,Y,,,,,Y,Y,,,,,C,,M
15700,MX,ISLA SAN MARCOS,27.183333333333334,-112.1,27,11,N,112,6,W,15880,153,21161,V,OR,P,Y,Y,,,,,E,H,,0,M,,,Y,,,Y,Y,,,,,,,Y,,,Y,Y,N,,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,N,,
15700,MX,SAN JUAN DE LA COSTA,24.4,-110.7,24,24,N,110,42,W,15915,153,21120,V,OR,P,,,,Y,,,,K,,2,L,,,,,Y,Y,Y,,,,N,Y,,Y,,,Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,N,Y,,,,,,,
15700,MX,PICHILINGUE,24.266666666666666,-110.33333333333333,24,16,N,110,20,W,15917,153,21125,S,CB,G,,,,,N,J,J,K,,0,L,Y,,,,Y,Y,Y,,,,,,,Y,,,Y,Y,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,Y,,,,B,,
15700,MX,LA PAZ,24.166666666666668,-110.31666666666666,24,10,N,110,19,W,15920,153,21125,S,CN,G,Y,Y,,Y,,P,E,L,K,4,M,,Y,Y,,Y,Y,Y,,,N,Y,,,Y,,,Y,Y,Y,,Y,Y,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,,,,,C,,
15700,MX,PUERTO MORRO REDONDO,28.05,-115.18333333333334,28,3,N,115,11,W,15975,153,21180,V,OR,P,N,N,N,Y,,,A,E,,1,L,Y,,Y,N,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,,,,Y,,,,N,N,N,N,N,N,N,Y,,,,,N,N,N,N,,,C,,
15700,MX,ENSENADA,31.866666666666667,-116.63333333333334,31,52,N,116,38,W,15990,153,21021,M,CB,G,,,,Y,,J,N,L,,2,L,Y,,Y,,Y,Y,Y,,Y,,Y,Y,,,,,Y,Y,Y,,Y,Y,,,,Y,Y,,N,Y,Y,Y,,,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,B,,
15700,MX,ROSARITO,32.36666666666667,-117.1,32,22,N,117,6,W,15995,153,21140,V,OR,P,N,Y,N,Y,,,C,G,H,0,L,Y,,,N,Y,Y,Y,,,N,N,Y,,Y,,,Y,Y,,,,Y,,,,Y,,,,,,,,,,,N,N,N,N,N,Y,N,N,N,N,N,N,,
16000,US,SAN DIEGO,32.71666666666667,-117.18333333333334,32,43,N,117,11,W,16010,CP07,18773,M,CN,E,N,N,N,Y,,J,J,K,K,4,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M
16000,US,WILSON COVE,33.0,-118.55,33,0,N,118,33,W,16030,CP07,18763,V,CN,F,N,Y,N,Y,,,L,M,,4,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,,,,,,,,N,Y,N,N,N,Y,Y,Y,Y,N,N,,,
16000,US,ISTHMUS COVE,33.45,-118.5,33,27,N,118,30,W,16040,CP07,18757,V,CN,F,N,N,N,N,,,,O,,4,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,,,,,N,Y,,,,,,,,,,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,C,,
16000,US,AVALON,33.35,-118.31666666666666,33,21,N,118,19,W,16050,CP07,18757,V,CN,F,N,N,N,N,,,,,,4,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,Y,Y,,,,,,,,,,N,N,N,N,N,Y,Y,N,Y,N,N,C,,
16000,US,NEWPORT BEACH,33.61666666666667,-117.9,33,37,N,117,54,W,16060,CP07,18754,V,CN,E,N,N,N,Y,,N,P,L,,4,,,Y,,,,,,,,,,,,,Y,,Y,Y,,,Y,Y,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,M
16000,US,LONG BEACH,33.766666666666666,-118.18333333333334,33,46,N,118,11,W,16070,CP07,18751,M,CB,E,Y,N,N,Y,Y,D,G,E,F,4,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M
16000,US,LOS ANGELES,33.75,-118.25,33,45,N,118,15,W,16080,CP07,18751,L,CB,E,N,N,N,Y,Y,G,K,E,F,4,L,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,A,M,M
16000,US,EL SEGUNDO,33.916666666666664,-118.43333333333334,33,55,N,118,26,W,16110,CP07,18744,V,OR,F,Y,Y,N,Y,,N,,,D,6,L,,,,N,Y,Y,,,,,,Y,,,Y,,Y,Y,Y,,Y,Y,,,,Y,N,,N,,,,,,,,,,,,,Y,N,N,N,,,,,
16000,US,PORT HUENEME,34.15,-119.2,34,9,N,119,12,W,16120,CP07,18725,V,CB,E,N,N,N,Y,,K,L,L,K,4,L,,,,,Y,Y,,,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,N,,,Y,,Y,,Y,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,
16000,US,PRISONERS,34.016666666666666,-119.68333333333334,34,1,N,119,41,W,16130,CP07,18729,V,OR,P,N,Y,N,Y,,O,O,N,,3,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,US,VENTURA,34.28333333333333,-119.28333333333333,34,17,N,119,17,W,16140,CP07,18725,V,OR,P,N,N,N,N,,O,J,N,,4,L,,,,,,Y,,,,,,,,,Y,,,Y,,,Y,Y,,,,,,,,,,,,,,,N,N,N,Y,Y,Y,Y,,Y,,,,,
16000,US,CARPINTERIA,34.38333333333333,-119.51666666666667,34,23,N,119,31,W,16145,CP07,18725,V,CN,P,N,N,N,N,,,,,F,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,US,SANTA BARBARA,34.416666666666664,-119.68333333333334,34,25,N,119,41,W,16150,CP07,18725,V,CB,F,N,N,N,N,,O,J,N,,4,,,,,,,Y,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,,,,,,,,,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,
16000,US,ELLWOOD,34.43333333333333,-119.91666666666667,34,26,N,119,55,W,16160,CP07,18721,V,OR,F,N,N,N,Y,,J,L,,E,4,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
16000,US,GAVIOTA,34.46666666666667,-120.2,34,28,N,120,12,W,16170,CP07,18721,V,OR,F,N,N,N,Y,,J,L,M,E,4,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,,,N,Y,,,,,,,,,,N,N,N,N,N,Y,Y,N,N,N,N,,,
16000,US,PISMO BEACH,35.13333333333333,-120.65,35,8,N,120,39,W,16190,CP07,18700,V,OR,F,N,N,N,N,,J,K,O,,4,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,US,PORT SAN LUIS,35.166666666666664,-120.75,35,10,N,120,45,W,16200,CP07,18704,V,CN,G,N,Y,N,N,,,M,K,K,4,L,,,Y,N,Y,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,N,N,Y,,,Y,,Y,,,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,C,,
16000,US,MORRO BAY,35.36666666666667,-120.85,35,22,N,120,51,W,16210,CP07,18703,V,CB,E,N,Y,N,Y,,N,Q,N,,3,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,,,,Y,Y,,,,Y,Y,N,N,,,,,,,,N,Y,N,Y,Y,,Y,Y,Y,Y,Y,C,,
16000,US,MONTEREY,36.61666666666667,-121.88333333333334,36,37,N,121,53,W,16240,CP07,18685,S,CN,G,N,Y,N,Y,,N,,M,,4,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,N,N,N,,,,,,,,N,Y,N,Y,Y,Y,Y,,Y,Y,Y,C,,S
16000,US,MOSS LANDING,36.8,-121.78333333333333,36,48,N,121,47,W,16260,CP07,18685,V,CN,G,N,N,N,N,,O,L,O,H,4,,Y,Y,,,,Y,,,,,,,,,Y,,,,,,Y,Y,,,,N,N,N,N,,,,,,,,N,Y,N,Y,Y,Y,Y,,Y,Y,Y,,,S
16000,US,SANTA CRUZ,36.96666666666667,-122.01666666666667,36,58,N,122,1,W,16270,CP07,18685,V,CN,F,N,Y,N,Y,Y,P,L,L,,4,,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,Y,,,,Y,,N,Y,N,Y,Y,Y,Y,N,Y,N,N,,,
16000,US,DAVENPORT,37.016666666666666,-122.2,37,1,N,122,12,W,16280,CP07,18680,V,OR,P,N,N,N,N,,,J,G,G,4,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
16000,US,PRINCETOWN,37.5,-122.48333333333333,37,30,N,122,29,W,16290,CP07,18682,V,CB,G,,,,,,,,O,,4,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,
16000,US,SAN FRANCISCO,37.81666666666667,-122.41666666666667,37,49,N,122,25,W,16300,CP07,18650,L,CN,E,N,N,N,Y,Y,K,L,J,J,4,L,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L
16000,US,YERBABUENA ISLAND,37.81666666666667,-122.36666666666666,37,49,N,122,22,W,16310,CP07,18650,V,CN,E,N,N,N,Y,Y,M,K,,,4,,,,,,,Y,,,Y,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,
16000,US,REDWOOD CITY,37.53333333333333,-122.2,37,32,N,122,12,W,16320,CP07,18651,V,RN,E,N,N,N,Y,Y,L,,J,J,6,M,,Y,,N,,Y,Y,,Y,,,Y,,,Y,Y,Y,Y,,Y,Y,,,,,Y,N,,,,,,,,,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,,,
16000,US,ALAMEDA,37.78333333333333,-122.26666666666667,37,47,N,122,16,W,16330,CP07,18650,S,CN,E,N,N,N,Y,Y,,,L,,5,,,,,N,,Y,Y,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,Y,Y,,,Y,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,A,M,M
16000,US,OAKLAND,37.81666666666667,-122.33333333333333,37,49,N,122,20,W,16340,CP07,18650,L,CN,E,N,N,N,Y,Y,L,,L,L,5,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L
16000,US,BERKELEY,37.86666666666667,-122.3,37,52,N,122,18,W,16360,CP07,18653,V,CN,E,N,N,N,Y,Y,P,,,,4,,,,,N,,Y,Y,,,,,,,,Y,Y,Y,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,
16000,US,POINT RICHMOND,37.916666666666664,-122.36666666666666,37,55,N,122,22,W,16370,CP07,18653,S,CN,E,N,N,N,Y,Y,K,,K,G,4,L,,Y,,,Y,Y,Y,,Y,,Y,,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S
16000,US,POINT SAN PABLO,37.96666666666667,-122.43333333333334,37,58,N,122,26,W,16380,CP07,18653,V,CN,E,N,N,N,N,Y,P,L,L,,4,,,,,,,Y,Y,,,,,,,,Y,,,,,,Y,Y,,,,N,N,,,,,,,,,,N,Y,N,N,N,,Y,,Y,,,,,S
16000,US,SAUSALITO,37.85,-122.48333333333333,37,51,N,122,29,W,16385,CP07,18653,V,CN,G,N,N,N,N,Y,N,,,,4,,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,B,,M
16000,US,PINOLE POINT,38.016666666666666,-122.36666666666666,38,1,N,122,22,W,16390,CP07,18654,V,CN,G,N,N,N,N,,,,,K,4,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,US,OLEUM,38.05,-122.26666666666667,38,3,N,122,16,W,16400,CP07,18654,V,CN,E,N,N,N,N,,,M,K,K,4,,,,,,,Y,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,
