REGION,COUNTRY,NAME,LAT,LON,LAT_DEG,LAT_MIN,LAT_HEMI,LON_DEG,LON_MIN,LON_HEMI,INDEX_NO,Field10,Field11,Combo192,Combo206,Combo210,Combo196,Combo218,Combo198,Combo216,Combo231,Combo223,Combo225,Combo234,Combo236,Field24,Combo238,Combo240,Combo242,Combo244,Combo246,Combo248,Combo254,Combo256,Combo258,Combo260,Combo264,Combo262,Combo266,Combo268,Combo270,Combo272,Combo274,Combo276,Combo278,Combo280,Combo282,Combo284,Combo288,Combo290,Combo292,Combo294,Combo296,Combo304,Combo300,Combo302,Combo306,Combo308,Combo310,Combo312,Combo317,Combo321,Combo319,Combo323,Combo325,Combo327,Combo329,Combo332,Combo335,Combo337,Combo339,Combo341,Combo343,Combo345,Combo347,Combo349,Combo351
40390,IT,ANCONA,43.61666666666667,13.5,43,37,N,13,30,E,40660,131,54041,S,CB,G,Y,Y,N,Y,,J,J,L,J,1,L,Y,N,Y,,Y,Y,Y,Y,Y,,Y,Y,,,Y,,Y,Y,Y,Y,Y,,Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,Y,Y,Y,,,B,S,M
40390,IT,PORTO DI CORSINI,44.5,12.283333333333333,44,30,N,12,17,E,40720,131,54141/40,M,LC,G,Y,Y,,Y,Y,N,N,K,C,2,M,Y,,,N,Y,Y,Y,Y,Y,N,Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,,Y,,,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,M,M
40390,IT,PORTO DI CHIOGGIA,45.233333333333334,12.3,45,14,N,12,18,E,40745,131,54125/61,V,RB,G,,Y,,N,,L,N,M,,1,L,,,,N,Y,Y,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,Y,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,,,,B,,
40390,IT,PORTO DI MALAMOCCO,45.333333333333336,12.316666666666666,45,20,N,12,19,E,40750,131,54161,V,LC,G,,,,,,J,J,L,H,1,M,,,,,Y,Y,Y,,Y,Y,Y,,,,,,Y,,,,Y,,,,,,,,,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,,,,
40390,IT,PORTO DI LIDO-VENEZIA,45.416666666666664,12.433333333333334,45,25,N,12,26,E,40760,131,54166,L,CB,G,Y,N,N,Y,,J,H,L,H,1,L,Y,N,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,A,L,
40390,IT,MONFALCONE,45.78333333333333,13.55,45,47,N,13,33,E,40790,131,54169,M,RB,G,N,N,N,Y,N,K,J,K,,1,L,Y,Y,,N,Y,Y,Y,,Y,,Y,Y,,,,,Y,,Y,Y,Y,,,,,Y,Y,,Y,,Y,,,,Y,Y,,,,,,Y,Y,Y,Y,,,C,S,S
40390,IT,TRIESTE,45.65,13.766666666666667,45,39,N,13,46,E,40820,131,54169/8,L,CB,G,N,Y,N,Y,N,E,D,E,F,1,L,N,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y,,Y,,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M
40390,IT,MUGGIA,45.6,13.766666666666667,45,36,N,13,46,E,40830,131,54169/8,V,CB,G,,,,,,F,H,H,J,0,,,,,,Y,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40850,SI,KOPER,45.55,13.733333333333333,45,33,N,13,44,E,40860,131,54165,S,CN,F,N,N,N,Y,N,H,E,H,,1,M,N,,Y,N,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,N,N,A,M,M
40850,SI,PIRAN,45.53333333333333,13.566666666666666,45,32,N,13,34,E,40870,131,54169,V,CB,G,,,,Y,,P,G,,,0,,N,,,N,Y,,,,,,,Y,Y,,,,Y,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,
40877,HR,UMAG,45.43333333333333,13.516666666666667,45,26,N,13,31,E,40880,131,54169,V,CB,F,,,,Y,,M,J,N,,1,M,,,,N,,Y,Y,,,,,,,,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,C,,
40877,HR,ROVINJ,45.083333333333336,13.633333333333333,45,5,N,13,38,E,40940,131,,S,CB,F,,,,Y,,N,G,N,,1,,,,,N,Y,Y,Y,,,,,Y,Y,Y,,,Y,Y,Y,Y,Y,,Y,,,Y,Y,,,,Y,,,,,Y,,,,,,Y,Y,Y,,,,N,,S
40877,HR,PULA,44.88333333333333,13.8,44,53,N,13,48,E,40960,131,,V,CB,G,,,,Y,,L,J,O,L,2,L,,,,N,Y,Y,Y,,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,,Y,Y,Y,,,Y,,,,,,Y,Y,Y,,,,B,M,S
40877,HR,ZALIV RASA,45.05,14.066666666666666,45,3,N,14,4,E,40980,132,54180,V,CN,F,,,,Y,,A,K,G,,1,,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,,Y,Y,,,,,,,N,,N,Y,,,,,,Y,,,,,,,Y,Y,Y,,,,,S
40877,HR,BRSICA,45.03333333333333,14.05,45,2,N,14,3,E,40985,132,,V,CN,G,N,N,N,Y,,,J,J,,0,,Y,,Y,N,Y,Y,,,,,N,,,,,,,,Y,,Y,Y,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,
40877,HR,RIJEKA LUKA,45.333333333333336,14.433333333333334,45,20,N,14,26,E,41010,132,54181,L,RB,G,Y,Y,N,Y,,E,A,M,K,1,M,Y,Y,,N,Y,Y,Y,,,,Y,Y,Y,,,,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L
40877,HR,BAKAR,45.3,14.533333333333333,45,18,N,14,32,E,41030,132,,S,CN,F,Y,N,N,Y,,A,A,E,K,0,L,,,,N,Y,Y,Y,,,,,,,,,,Y,,Y,Y,Y,,,,,Y,Y,,N,,,,,Y,Y,Y,,,,,,Y,Y,Y,Y,Y,Y,,,S
40877,HR,OMISALJ,45.21666666666667,14.55,45,13,N,14,33,E,41045,132,,S,CN,F,N,N,N,Y,N,A,A,,A,0,L,Y,Y,Y,N,Y,Y,Y,,,Y,Y,,,,,,Y,,Y,,Y,Y,Y,,,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,,,
40877,HR,SENJ,44.983333333333334,14.9,44,59,N,14,54,E,41090,132,,V,CN,F,Y,Y,,Y,,G,H,P,,1,M,N,,Y,N,Y,Y,Y,,,,Y,Y,Y,,,,Y,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,,Y,,,,,,,
40877,HR,ZADAR,44.11666666666667,15.216666666666667,44,7,N,15,13,E,41220,132,54200,S,CN,G,N,N,N,Y,N,L,F,M,L,1,M,,Y,Y,N,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,Y,,,Y,Y,Y,Y,,,,,Y,Y,N,,Y,Y,C,S,S
40877,HR,SIBENIK,43.733333333333334,15.883333333333333,43,44,N,15,53,E,41290,132,54195,S,CN,F,N,N,N,Y,Y,B,G,N,,1,M,Y,,Y,N,Y,Y,Y,,,,Y,Y,Y,,N,Y,Y,Y,Y,,,Y,,,,Y,Y,,N,Y,Y,,,,,Y,Y,,,,,,Y,Y,Y,N,N,C,S,S
40877,HR,SPLIT,43.5,16.433333333333334,43,30,N,16,26,E,41320,132,54201,L,CB,G,N,N,N,Y,,H,J,M,M,1,L,Y,,Y,N,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,,N,,Y,,Y,Y,,Y,Y,Y,B,S,M
40877,HR,DUGI RAT,43.45,16.65,43,27,N,16,39,E,41350,132,54220,V,CN,F,Y,,,Y,,A,L,,,0,M,N,,,,Y,Y,,,,N,N,Y,Y,,,,Y,,Y,,,,,,,Y,,,,,,,,,,Y,,,,,,Y,Y,,,,,,,
40877,HR,PLOCE,43.05,17.433333333333334,43,3,N,17,26,E,41410,132,54227,V,CN,F,N,N,N,Y,Y,K,A,O,K,1,M,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,N,,Y,Y,,Y,Y,,,Y,,,,Y,Y,Y,,N,N,C,,L
40877,BA,NEUM,42.916666666666664,17.6,42,55,N,17,36,E,41415,132,54220,S,,,,,N,,,,,,,0,,,,,,,Y,Y,,,,,,,,,,,Y,,,Y,Y,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
40877,HR,KORCULA,42.93333333333333,17.133333333333333,42,56,N,17,8,E,41420,132,54226,V,CN,F,,,,Y,,A,M,A,,0,M,,,,,Y,Y,,,,,,,Y,,,,Y,,,,,,,,,Y,Y,,,Y,,,Y,,,,,,,,,Y,Y,Y,Y,,,C,,
40877,HR,DUBROVNIK,42.666666666666664,18.083333333333332,42,40,N,18,5,E,41550,132,54222,S,CN,F,N,Y,N,Y,,A,A,O,O,1,M,N,N,Y,N,Y,Y,Y,,Y,N,N,Y,Y,,,,Y,Y,Y,,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,N,N,C,,S
41560,ME,RISAN,42.516666666666666,18.7,42,31,N,18,42,E,41590,132,,V,CB,F,N,Y,N,Y,,P,C,N,,0,,Y,,Y,N,Y,Y,Y,,,,,,,Y,,Y,Y,,Y,,,,,,,Y,Y,,N,N,,,,,,,,,,,,,,,,Y,Y,B,M,
41560,ME,KOTOR,42.416666666666664,18.766666666666666,42,25,N,18,46,E,41610,132,,V,CN,F,N,N,N,Y,N,F,G,N,,1,M,Y,,Y,N,Y,Y,,,,,Y,,,,Y,,,Y,Y,,Y,Y,Y,,,Y,Y,,N,N,N,Y,,,,,Y,,,,,Y,Y,Y,,Y,Y,C,M,
41560,ME,TIVAT,42.43333333333333,18.7,42,26,N,18,42,E,41620,132,,V,CB,F,N,N,N,,,L,A,O,,1,,,,Y,N,Y,Y,,,Y,,,,,,Y,Y,,,Y,Y,Y,,,,,,,,N,Y,,Y,,,Y,,,,,,,Y,Y,Y,,,,A,M,
41560,ME,BAR,42.083333333333336,19.083333333333332,42,5,N,19,5,E,41640,132,,S,CB,F,N,N,N,Y,N,E,A,K,H,1,L,Y,Y,Y,N,Y,Y,Y,,,,Y,,Y,,Y,Y,Y,Y,Y,,Y,,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,A,M,
41650,AL,SHENGJIN,41.81666666666667,19.6,41,49,N,19,36,E,41660,132,54131,V,CN,F,N,Y,N,Y,N,O,C,N,,0,,Y,,Y,N,Y,Y,Y,,,,Y,Y,,,,,Y,Y,,,,Y,Y,,,,,,N,,,Y,,,,Y,,,,,,,Y,N,N,,,,,
41650,AL,DURRES,41.31666666666667,19.45,41,19,N,19,27,E,41670,132,54266,S,CB,F,N,N,N,Y,N,L,L,L,M,1,M,,,Y,N,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,,Y,Y,Y,N,,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,B,M,L
41650,AL,VLORES,40.46666666666667,19.5,40,28,N,19,30,E,41690,132,54266,V,CN,F,,Y,,Y,,L,A,L,J,1,M,Y,N,Y,,Y,Y,,,Y,,Y,Y,,,,,Y,,,Y,Y,,,,,Y,Y,,N,,Y,,,,,Y,,,,,,,Y,Y,Y,,,N,,
41710,GR,KERKIRA,39.61666666666667,19.933333333333334,39,37,N,19,56,E,41720,132,54281,M,OR,G,N,N,N,Y,N,L,A,O,M,1,M,N,Y,Y,N,Y,Y,Y,,Y,N,Y,Y,Y,,,,Y,Y,Y,,Y,Y,Y,,,Y,,,N,Y,Y,,,,,Y,Y,,,,,Y,Y,,Y,Y,Y,C,L,S
41710,GR,PREVEZA,38.95,20.75,38,57,N,20,45,E,41730,132,,V,CN,F,N,N,N,Y,N,L,J,N,N,0,M,N,Y,Y,N,Y,N,Y,,,N,Y,Y,Y,,,,Y,Y,Y,,,Y,Y,,,Y,,,N,,,,,,Y,,Y,,,,,Y,Y,Y,Y,Y,,C,M,
41710,GR,ARGOSTOLION,38.18333333333333,20.516666666666666,38,11,N,20,31,E,41790,132,54280,V,CN,F,N,N,N,Y,Y,,G,N,,0,L,Y,Y,Y,N,Y,,N,,,N,Y,Y,,N,Y,,Y,Y,Y,Y,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,,Y,N,N,,,C,,
41710,GR,MESOLONGION,38.36666666666667,21.416666666666668,38,22,N,21,25,E,41800,132,54287,V,CB,P,N,N,N,Y,N,N,A,N,,0,M,,,Y,N,Y,,Y,Y,Y,N,Y,Y,,Y,,,Y,Y,,Y,Y,Y,,,,Y,,,N,,,,,,,,Y,,,,,,Y,Y,Y,,,C,,
41710,GR,ITEA,38.43333333333333,22.416666666666668,38,26,N,22,25,E,41820,132,54288,V,OR,P,N,N,N,N,Y,K,E,M,,0,M,Y,Y,Y,N,Y,Y,,,,N,N,Y,,Y,N,,Y,Y,,,Y,Y,,,,Y,Y,,N,,,,,,,,,,,,,N,Y,N,N,N,N,N,,
41710,GR,AIGIO,38.25,22.083333333333332,38,15,N,22,5,E,41840,132,54289,V,OR,F,N,N,N,Y,N,J,A,N,,0,M,Y,,Y,N,Y,Y,,,,,,,,,,,Y,,,Y,,Y,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,S
41710,GR,PATRAI,38.25,21.733333333333334,38,15,N,21,44,E,41850,132,54288,S,CB,G,N,N,N,Y,,M,A,J,,2,L,N,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,,,,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,S
41710,GR,KATAKOLON,37.65,21.316666666666666,37,39,N,21,19,E,41880,132,54280,V,CB,F,N,N,N,Y,,K,K,K,,0,M,Y,,,N,Y,N,Y,,,N,N,Y,,Y,N,N,Y,Y,,Y,Y,Y,,,,Y,Y,,N,,,,,,Y,,Y,,,,,Y,Y,Y,Y,,,C,,S
41710,GR,PILOS,36.9,21.666666666666668,36,54,N,21,40,E,41910,132,54286,V,CN,F,N,N,N,Y,N,N,E,K,,1,M,Y,,Y,N,Y,Y,Y,,,N,N,Y,,Y,,,Y,Y,Y,,,Y,,,,Y,N,,N,,,,,,,,Y,,,,,N,Y,N,N,N,N,,,
41710,GR,KALAMATA,37.016666666666666,22.116666666666667,37,1,N,22,7,E,41940,132,54301,S,CB,F,N,N,N,Y,,K,A,K,O,0,M,Y,,Y,N,Y,Y,Y,,,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,,Y,,Y,,Y,,Y,,,,,Y,Y,Y,Y,N,N,C,,S
41710,GR,YITHION,36.75,22.566666666666666,36,45,N,22,34,E,41950,132,54303,V,OR,F,N,Y,N,Y,Y,O,A,L,,0,M,,,Y,N,Y,,N,,,N,N,Y,,Y,,,Y,Y,,,,,,,,Y,,,N,,,,,,,,,,,,,,Y,N,N,,,,,
42010,GR,NAVPLIO,37.56666666666667,22.8,37,34,N,22,48,E,42050,132,54341,V,CB,E,N,N,N,Y,Y,N,K,N,,0,M,Y,Y,Y,N,Y,N,Y,Y,Y,,,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,,N,,Y,,,,,Y,Y,,,,,,Y,,,,,C,,S
42010,GR,SPETSES,37.266666666666666,23.166666666666668,37,16,N,23,10,E,42070,132,54341,V,OR,F,N,N,N,Y,N,A,A,,,0,M,Y,Y,Y,N,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,N,,,,,,,,,,,,,Y,,,,,,,,
42010,GR,LAVRIO,37.7,24.066666666666666,37,42,N,24,4,E,42120,132,54344,V,CB,F,,,,,,N,H,N,N,0,M,,,,,Y,Y,Y,,,,Y,Y,,Y,,,Y,Y,Y,Y,,,,,,Y,Y,,Y,N,N,N,,,,,Y,,,,,,Y,Y,Y,,,C,,
42010,GR,MEGARA OIL TERMINAL,37.96666666666667,23.4,37,58,N,23,24,E,42160,132,54337,V,OR,F,,,,Y,,,A,,H,0,L,,,N,N,Y,Y,Y,,,,Y,Y,,,,,Y,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,Y,,,,,,,,,,,,,
42010,GR,AYIOS NIKOLAOS,37.983333333333334,23.533333333333335,37,59,N,23,32,E,42180,132,54339,V,CB,F,N,N,N,Y,,K,H,L,,0,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,A,S,
42010,GR,ELEVSIS,38.03333333333333,23.55,38,2,N,23,33,E,42200,132,54339,S,OR,P,N,N,N,Y,,,J,J,G,0,L,Y,,Y,N,Y,Y,Y,,,N,Y,Y,,,,,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S
42010,GR,PAKHI OIL TERMINAL,37.96666666666667,23.383333333333333,37,58,N,23,23,E,42205,132,54337,V,OR,P,,,,Y,,A,A,A,A,0,M,,,,N,Y,Y,Y,,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,Y,N,,Y,,,,,,,,,,,,,,N,Y,Y,,,N,,
42010,GR,PERAMA,37.96666666666667,23.566666666666666,37,58,N,23,34,E,42210,132,54343,S,OR,F,N,N,N,Y,N,J,L,J,L,0,L,Y,Y,Y,N,Y,Y,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,Y,,,Y,Y,Y,,Y,,,,Y,Y,Y,Y,,,B,M,
42010,GR,PIRAIEVS,37.93333333333333,23.65,37,56,N,23,39,E,42230,132,54346,L,CB,E,N,N,N,Y,,A,A,F,J,0,L,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,,,Y,N,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M
42010,GR,ORMOS MIKRO VATHI,38.43333333333333,23.6,38,26,N,23,36,E,42300,132,54340,V,CN,F,N,Y,N,Y,Y,N,J,P,,0,M,Y,Y,,,Y,Y,Y,,,N,N,Y,,Y,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,S
42010,GR,DHIAVLOS STENO,38.45,23.6,38,27,N,23,36,E,42310,132,54340,V,CN,G,N,N,N,Y,Y,N,M,M,,1,L,Y,Y,Y,N,Y,Y,Y,,Y,N,N,Y,Y,,Y,Y,N,Y,Y,Y,Y,,,,,Y,,,N,,Y,,,,,Y,Y,,,,,Y,Y,,,,,,,
42010,GR,CHALKIS,38.46666666666667,23.6,38,28,N,23,36,E,42327,132,54282,S,CN,F,,Y,,Y,Y,M,N,N,O,0,M,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,Y,,,Y,,Y,Y,,Y,,Y,,,,,,Y,Y,,,,,A,,
42010,GR,ORMOS ALIVERIOU,38.38333333333333,24.05,38,23,N,24,3,E,42340,132,54340,M,CB,P,N,Y,N,Y,Y,J,A,N,,1,M,Y,,Y,N,Y,Y,,,,N,Y,,,,,Y,,,Y,,Y,Y,,,,,Y,,N,Y,Y,,,,,,,,,,,,Y,Y,,,,,,
42010,GR,ASTAKOS,38.483333333333334,21.1,38,29,N,21,6,E,42345,132,54285,S,CN,F,,,,,,,E,O,,0,,Y,,,,Y,N,Y,,,,,,,,,,Y,Y,,,Y,,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,,,N,,
42010,GR,ASPROPIRGOS,38.03333333333333,23.6,38,2,N,23,36,E,42378,132,54339,V,OR,P,,,,Y,,L,A,,J,0,M,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,Y,,,,,,Y,Y,Y,,,C,,S
42010,GR,PORTHMOS EVRIPOU,38.46666666666667,23.583333333333332,38,28,N,23,35,E,42400,132,,V,CN,G,Y,N,N,Y,Y,N,M,M,,1,M,,,,,,Y,Y,,,,,Y,,,Y,Y,,,,,Y,Y,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,,,,C,,
42010,GR,LARIMNA,38.56666666666667,23.283333333333335,38,34,N,23,17,E,42415,132,54282,V,CN,G,N,N,N,Y,N,J,K,J,,2,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,
42010,GR,KYMASSI,38.833333333333336,23.466666666666665,38,50,N,23,28,E,42420,132,54340,V,CN,F,,Y,,Y,,,A,L,,0,,N,,,,Y,,Y,Y,,N,N,Y,,,,,Y,Y,,,Y,Y,,,,,,,N,,,,,,,,,,,,,,Y,,Y,,,,,
42010,GR,ACHLADI,38.9,22.816666666666666,38,54,N,22,49,E,42434,132,54349,V,CN,F,,,,Y,Y,,A,F,,0,M,Y,,,,Y,Y,Y,,,,,Y,,,,,Y,,,,Y,Y,,,,Y,Y,,Y,,Y,,,Y,,,Y,,,,,Y,Y,Y,Y,,,C,,
42010,GR,STILIS,38.916666666666664,22.616666666666667,38,55,N,22,37,E,42440,132,54349,V,CN,F,N,N,N,Y,N,O,G,N,,0,M,Y,Y,Y,N,Y,Y,Y,,,N,N,Y,,,,Y,Y,Y,,Y,,,Y,,,Y,Y,,N,,Y,,,,,,Y,,,,,,Y,N,N,,,C,,S
42010,GR,TSINGELI,39.166666666666664,22.85,39,10,N,22,51,E,42460,132,54351,V,CN,F,N,N,N,Y,N,J,J,P,,0,M,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,
42010,GR,VOLOS,39.36666666666667,22.95,39,22,N,22,57,E,42470,132,54351,M,CB,G,N,N,N,Y,,K,B,J,,1,M,,,Y,N,Y,Y,Y,,Y,,Y,Y,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,,S
42010,GR,MILIANA,39.166666666666664,23.216666666666665,39,10,N,23,13,E,42490,132,,V,CN,G,N,N,N,Y,N,A,A,,,0,M,,,Y,N,Y,,,,,,,,,,,,,,,,,Y,,,,,,,N,,,,,,,,,,,,,Y,Y,,,,,,,
42010,GR,THESSALONIKI,40.63333333333333,22.933333333333334,40,38,N,22,56,E,42530,132,54361/0,M,CN,G,N,N,N,Y,,,C,J,E,1,L,Y,,Y,Y,Y,Y,Y,,Y,N,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,N,N,Y,Y,C,M,M
42010,GR,YERAKINI,40.266666666666666,23.466666666666665,40,16,N,23,28,E,42550,132,54360,V,CN,F,N,N,N,Y,,N,K,K,,0,M,N,,,N,Y,Y,,,,N,N,Y,,,,,Y,Y,,Y,,Y,Y,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,N,Y,,,,,
42010,GR,STRATONI,40.516666666666666,23.833333333333332,40,31,N,23,50,E,42570,132,54360,V,CN,F,N,Y,N,Y,Y,A,A,O,,0,M,Y,,,,Y,Y,Y,,,N,N,Y,,,,,Y,Y,,,,Y,Y,,,,,,N,,,,,,,,Y,,,,,Y,N,N,,,,C,,
42010,GR,KAVALA,40.93333333333333,24.4,40,56,N,24,24,E,42600,132,54363,S,CB,G,Y,N,N,Y,,J,A,L,A,1,M,Y,,Y,N,Y,Y,Y,,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,,Y,,,Y,,,Y,,Y,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,S
42010,GR,LAGOS,41.0,25.133333333333333,41,0,N,25,8,E,42620,132,54363,V,CN,F,N,N,N,Y,,O,N,N,,0,M,,,,,Y,N,N,,,,,,,,Y,Y,,Y,,,,,,,,,,,N,,,,,,,,,,,,,,Y,,,,,,,
42010,GR,ALEXANDROUPOLI,40.833333333333336,25.883333333333333,40,50,N,25,53,E,42630,132,54372,M,CB,F,Y,Y,N,Y,,K,K,K,,1,M,Y,,Y,N,Y,N,Y,Y,,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,,Y,,,N,Y,Y,Y,,,Y,Y,Y,,,,,Y,Y,,Y,,,C,,L
42640,GR,MITILINI,39.1,26.566666666666666,39,6,N,26,34,E,42760,132,54386/2,S,CB,F,N,N,N,Y,,,E,L,,0,M,Y,N,Y,N,Y,N,Y,,,N,N,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,,,N,,Y,Y,,,,Y,,,,,,Y,Y,Y,Y,,,C,,
42640,GR,PLOMARION,38.983333333333334,26.366666666666667,38,59,N,26,22,E,42780,132,54382,V,CB,P,N,N,N,Y,,A,A,,,0,M,N,,,,,,,,,N,N,,,,,Y,,,,,,Y,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,,,,,,
42640,GR,VRAKHONISIS KALLONIS,39.083333333333336,26.083333333333332,39,5,N,26,5,E,42790,132,54380,V,CN,G,N,N,N,Y,,E,M,P,,2,M,Y,Y,,,Y,,Y,Y,,N,N,,,,Y,,,,,,,Y,,,,,,,N,,,,,,,,,,,,,Y,,,,,,,,
42640,GR,KHIOS,38.36666666666667,26.133333333333333,38,22,N,26,8,E,42820,132,54386,V,CB,G,N,N,N,Y,,,A,M,,0,M,N,,Y,N,Y,Y,Y,,,N,N,,,,,Y,Y,Y,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,S
42640,GR,NEON KARLOVAS,37.8,26.683333333333334,37,48,N,26,41,E,42840,132,54389,S,CB,F,N,Y,N,N,,,A,O,,0,M,,,Y,N,Y,N,Y,Y,,N,N,,,,Y,Y,,,,,Y,Y,Y,,,Y,,,N,,,Y,,,Y,Y,,,,,,,Y,,,,,C,,
42640,GR,SAMOS,37.75,26.966666666666665,37,45,N,26,58,E,42850,132,54403,V,CN,F,N,N,N,N,N,O,A,P,,0,M,Y,Y,N,N,Y,N,Y,,N,,N,Y,,Y,Y,Y,Y,Y,,,Y,Y,,,,Y,Y,,N,,,,,,,,,,,,,Y,Y,N,,,,C,,
42640,GR,PITHAGORION,37.68333333333333,26.95,37,41,N,26,57,E,42860,132,54389,V,CB,F,N,Y,N,Y,,N,K,N,,0,M,Y,,N,N,Y,,Y,,,N,N,Y,,,,,Y,Y,Y,,,Y,Y,,,Y,N,,N,,,,,,,,N,,,,,Y,Y,N,N,,,N,,
42870,GR,GAVRIO,37.88333333333333,24.733333333333334,37,53,N,24,44,E,42880,132,54335,V,CN,F,N,N,N,Y,,J,N,P,,0,M,Y,,Y,N,Y,Y,Y,,,,,,,,,Y,,,,,Y,Y,,,,,,,N,,,,,,,,,,,,,Y,Y,,,,,,,
